timestamp,index,middle,ring,pinky,thumb,label,phrase
2026-06-07T19:19:54,5,0,0,8,0,REST,
2026-06-07T19:22:26,35,0,0,0,0,HELLO,Hello
2026-06-07T19:22:27,86,0,0,25,0,HELLO,Hello
2026-06-07T19:22:27,29,0,0,0,0,HELLO,Hello
2026-06-07T19:22:28,45,0,0,0,0,HELLO,Hello
2026-06-07T19:22:29,88,0,0,0,0,HELLO,Hello
2026-06-07T19:22:29,64,0,0,0,0,HELLO,Hello
2026-06-07T19:22:30,76,0,0,47,0,HELLO,Hello
2026-06-07T19:22:30,17,0,0,0,0,HELLO,Hello
2026-06-07T19:22:31,100,0,0,66,0,HELLO,Hello
2026-06-07T19:22:31,66,0,0,0,0,HELLO,Hello
2026-06-07T19:22:32,74,0,0,80,0,HELLO,Hello
2026-06-07T19:22:32,0,0,0,0,0,HELLO,Hello
2026-06-07T19:22:33,72,0,0,41,0,HELLO,Hello
2026-06-07T19:22:33,23,0,0,0,0,HELLO,Hello
2026-06-07T19:22:34,50,0,0,5,0,HELLO,Hello
2026-06-07T19:22:35,41,0,0,22,0,HELLO,Hello
2026-06-07T19:22:35,41,0,0,8,0,HELLO,Hello
2026-06-07T19:22:36,52,0,0,52,0,HELLO,Hello
2026-06-07T19:22:36,21,0,0,0,0,HELLO,Hello
2026-06-07T19:22:37,72,0,0,61,0,HELLO,Hello
2026-06-07T19:22:37,25,0,0,0,0,HELLO,Hello
2026-06-07T19:22:38,78,0,0,52,0,HELLO,Hello
2026-06-07T19:22:39,94,0,0,50,0,HELLO,Hello
2026-06-07T19:22:40,56,0,0,13,0,HELLO,Hello
2026-06-07T19:22:41,9,0,0,0,0,HELLO,Hello
2026-06-07T19:22:41,52,0,0,11,0,HELLO,Hello
2026-06-07T19:22:42,70,0,0,66,0,HELLO,Hello
2026-06-07T19:22:42,1,0,0,0,0,HELLO,Hello
2026-06-07T19:22:43,78,0,0,47,0,HELLO,Hello
2026-06-07T19:22:43,7,0,0,0,0,HELLO,Hello
2026-06-07T19:22:44,86,0,0,75,0,HELLO,Hello
2026-06-07T19:22:44,21,0,7,0,0,HELLO,Hello
2026-06-07T19:22:45,47,0,13,75,0,HELLO,Hello
2026-06-07T19:22:46,9,0,3,0,0,HELLO,Hello
2026-06-07T19:22:46,60,0,84,22,9,HELLO,Hello
2026-06-07T19:22:47,45,0,88,0,0,HELLO,Hello
2026-06-07T19:22:47,92,0,79,13,0,HELLO,Hello
2026-06-07T19:22:48,47,0,74,44,0,HELLO,Hello
2026-06-07T19:22:48,58,0,64,0,0,HELLO,Hello
2026-06-07T19:22:49,37,0,62,33,0,HELLO,Hello
2026-06-07T19:22:49,3,0,86,0,0,HELLO,Hello
2026-06-07T19:22:50,66,0,87,58,0,HELLO,Hello
2026-06-07T19:22:51,21,0,83,0,0,HELLO,Hello
2026-06-07T19:22:51,80,0,81,63,0,HELLO,Hello
2026-06-07T19:22:52,23,0,80,0,0,HELLO,Hello
2026-06-07T19:22:52,94,0,79,50,0,HELLO,Hello
2026-06-07T19:22:53,49,0,76,0,0,HELLO,Hello
2026-06-07T19:22:53,58,0,80,22,0,HELLO,Hello
2026-06-07T19:22:54,72,0,85,0,0,HELLO,Hello
2026-06-07T19:22:54,23,0,84,0,0,HELLO,Hello
2026-06-07T19:22:55,43,0,82,11,0,HELLO,Hello
2026-06-07T19:22:55,43,0,76,0,0,HELLO,Hello
2026-06-07T19:22:56,94,0,83,86,0,HELLO,Hello
2026-06-07T19:22:57,9,0,76,0,0,HELLO,Hello
2026-06-07T19:22:57,70,0,81,58,0,HELLO,Hello
2026-06-07T19:22:58,23,0,78,0,0,HELLO,Hello
2026-06-07T19:22:58,86,0,82,41,0,HELLO,Hello
2026-06-07T19:22:59,0,0,83,0,0,HELLO,Hello
2026-06-07T19:22:59,82,0,82,41,0,HELLO,Hello
2026-06-07T19:23:00,66,0,84,0,0,HELLO,Hello
2026-06-07T19:23:00,21,0,80,0,0,HELLO,Hello
2026-06-07T19:23:01,25,0,87,0,0,HELLO,Hello
2026-06-07T19:23:01,49,0,35,0,0,HELLO,Hello
2026-06-07T19:23:02,52,0,14,0,0,HELLO,Hello
2026-06-07T19:23:03,0,0,14,0,0,HELLO,Hello
2026-06-07T19:23:03,84,0,14,38,0,HELLO,Hello
2026-06-07T19:23:04,0,0,21,0,0,HELLO,Hello
2026-06-07T19:23:04,100,0,18,86,0,HELLO,Hello
2026-06-07T19:23:05,31,0,17,0,0,HELLO,Hello
2026-06-07T19:23:05,74,0,22,88,0,HELLO,Hello
2026-06-07T19:23:06,0,0,20,0,0,HELLO,Hello
2026-06-07T19:23:06,64,0,25,91,0,HELLO,Hello
2026-06-07T19:23:07,21,0,21,0,0,HELLO,Hello
2026-06-07T19:23:08,64,0,22,30,0,HELLO,Hello
2026-06-07T19:23:08,52,0,25,0,0,HELLO,Hello
2026-06-07T19:23:09,49,0,24,36,0,HELLO,Hello
2026-06-07T19:23:09,50,0,28,30,0,HELLO,Hello
2026-06-07T19:23:10,0,0,28,0,0,HELLO,Hello
2026-06-07T19:23:10,88,0,37,38,0,HELLO,Hello
2026-06-07T19:23:11,0,0,48,0,0,HELLO,Hello
2026-06-07T19:23:11,100,0,30,69,0,HELLO,Hello
2026-06-07T19:23:12,43,0,20,0,0,HELLO,Hello
2026-06-07T19:23:12,76,0,23,41,0,HELLO,Hello
2026-06-07T19:23:13,41,0,61,0,0,HELLO,Hello
2026-06-07T19:23:14,68,0,100,25,0,HELLO,Hello
2026-06-07T19:23:14,25,0,77,0,0,HELLO,Hello
2026-06-07T19:23:15,47,0,78,11,0,HELLO,Hello
2026-06-07T19:23:15,80,0,100,16,0,HELLO,Hello
2026-06-07T19:23:16,23,0,100,0,0,HELLO,Hello
2026-06-07T19:23:16,100,0,100,36,0,HELLO,Hello
2026-06-07T19:23:17,0,0,100,0,0,HELLO,Hello
2026-06-07T19:23:17,82,2,100,72,0,HELLO,Hello
2026-06-07T19:23:19,98,0,67,50,0,HELLO,Hello
2026-06-07T19:23:19,37,0,92,0,0,HELLO,Hello
2026-06-07T19:23:20,62,0,81,11,0,HELLO,Hello
2026-06-07T19:23:20,31,0,100,0,0,HELLO,Hello
2026-06-07T19:23:21,58,0,100,5,0,HELLO,Hello
2026-06-07T19:30:54,0,54,100,0,0,YES,Yes
2026-06-07T19:30:54,0,100,100,36,25,YES,Yes
2026-06-07T19:30:55,0,73,100,11,13,YES,Yes
2026-06-07T19:30:55,0,84,100,41,0,YES,Yes
2026-06-07T19:30:56,3,73,100,36,2,YES,Yes
2026-06-07T19:30:56,0,40,100,8,0,YES,Yes
2026-06-07T19:30:57,9,68,100,58,0,YES,Yes
2026-06-07T19:30:57,1,16,100,0,0,YES,Yes
2026-06-07T19:30:58,29,69,100,77,18,YES,Yes
2026-06-07T19:30:59,0,35,100,0,0,YES,Yes
2026-06-07T19:30:59,0,83,100,66,16,YES,Yes
2026-06-07T19:31:00,0,37,100,0,0,YES,Yes
2026-06-07T19:31:00,0,77,51,61,0,YES,Yes
2026-06-07T19:31:01,0,51,100,0,0,YES,Yes
2026-06-07T19:31:01,0,74,100,30,4,YES,Yes
2026-06-07T19:31:02,0,52,91,13,0,YES,Yes
2026-06-07T19:31:02,0,34,91,2,0,YES,Yes
2026-06-07T19:31:03,0,76,17,86,2,YES,Yes
2026-06-07T19:31:04,0,36,16,0,6,YES,Yes
2026-06-07T19:31:04,19,74,22,86,20,YES,Yes
2026-06-07T19:31:05,0,21,21,0,0,YES,Yes
2026-06-07T19:31:05,0,83,17,80,27,YES,Yes
2026-06-07T19:31:06,0,37,17,0,0,YES,Yes
2026-06-07T19:31:06,0,67,19,66,4,YES,Yes
2026-06-07T19:31:07,0,40,18,0,0,YES,Yes
2026-06-07T19:31:07,1,46,16,25,0,YES,Yes
2026-06-07T19:31:08,3,49,18,19,2,YES,Yes
2026-06-07T19:31:08,0,22,14,0,0,YES,Yes
2026-06-07T19:31:09,13,78,11,55,9,YES,Yes
2026-06-07T19:31:10,0,26,14,0,0,YES,Yes
2026-06-07T19:31:10,15,60,74,69,6,YES,Yes
2026-06-07T19:31:11,0,21,70,0,0,YES,Yes
2026-06-07T19:31:11,29,100,0,33,25,YES,Yes
2026-06-07T19:31:12,0,64,0,0,0,YES,Yes
2026-06-07T19:31:12,3,100,74,33,6,YES,Yes
2026-06-07T19:31:13,0,65,87,5,0,YES,Yes
2026-06-07T19:31:13,1,100,90,25,9,YES,Yes
2026-06-07T19:31:14,0,77,100,0,0,YES,Yes
2026-06-07T19:31:14,0,97,58,11,0,YES,Yes
2026-06-07T19:31:15,5,89,50,0,11,YES,Yes
2026-06-07T19:31:16,0,76,59,8,0,YES,Yes
2026-06-07T19:31:16,7,100,14,63,23,YES,Yes
2026-06-07T19:31:17,0,53,0,13,0,YES,Yes
2026-06-07T19:31:17,9,100,0,66,13,YES,Yes
2026-06-07T19:31:18,0,47,0,0,0,YES,Yes
2026-06-07T19:31:18,0,90,79,44,11,YES,Yes
2026-06-07T19:31:19,0,39,100,0,0,YES,Yes
2026-06-07T19:31:19,0,100,71,33,9,YES,Yes
2026-06-07T19:31:20,0,61,68,0,0,YES,Yes
2026-06-07T19:31:21,0,63,19,44,0,YES,Yes
2026-06-07T19:31:21,0,63,2,19,0,YES,Yes
2026-06-07T19:31:22,0,62,0,8,0,YES,Yes
2026-06-07T19:31:22,3,82,0,55,0,YES,Yes
2026-06-07T19:31:23,0,49,0,0,4,YES,Yes
2026-06-07T19:31:23,5,92,0,30,0,YES,Yes
2026-06-07T19:31:24,0,33,0,0,0,YES,Yes
2026-06-07T19:31:24,5,75,0,44,23,YES,Yes
2026-06-07T19:31:25,0,45,0,0,2,YES,Yes
2026-06-07T19:31:25,25,81,0,72,9,YES,Yes
2026-06-07T19:31:26,0,20,0,0,0,YES,Yes
2026-06-07T19:31:27,3,61,0,33,11,YES,Yes
2026-06-07T19:31:27,5,37,0,0,0,YES,Yes
2026-06-07T19:31:28,1,39,0,0,0,YES,Yes
2026-06-07T19:31:28,21,82,0,27,9,YES,Yes
2026-06-07T19:31:29,0,82,0,75,0,YES,Yes
2026-06-07T19:31:30,0,37,0,0,0,YES,Yes
2026-06-07T19:31:30,5,95,0,55,0,YES,Yes
2026-06-07T19:31:31,0,52,0,0,0,YES,Yes
2026-06-07T19:31:32,1,81,0,30,18,YES,Yes
2026-06-07T19:31:32,0,58,0,19,6,YES,Yes
2026-06-07T19:31:33,0,81,0,8,0,YES,Yes
2026-06-07T19:31:33,5,100,0,50,0,YES,Yes
2026-06-07T19:31:34,0,59,0,0,0,YES,Yes
2026-06-07T19:31:34,7,100,0,55,23,YES,Yes
2026-06-07T19:31:35,0,44,0,0,0,YES,Yes
2026-06-07T19:31:35,21,100,0,44,9,YES,Yes
2026-06-07T19:31:36,0,48,0,0,0,YES,Yes
2026-06-07T19:31:36,15,72,0,27,9,YES,Yes
2026-06-07T19:31:37,0,31,0,0,0,YES,Yes
2026-06-07T19:31:38,15,77,0,50,13,YES,Yes
2026-06-07T19:31:38,0,40,0,0,13,YES,Yes
2026-06-07T19:31:39,0,74,0,33,9,YES,Yes
2026-06-07T19:31:40,0,65,0,0,9,YES,Yes
2026-06-07T19:31:40,0,73,0,44,0,YES,Yes
2026-06-07T19:31:41,3,81,0,41,20,YES,Yes
2026-06-07T19:31:42,0,43,0,0,0,YES,Yes
2026-06-07T19:31:42,9,77,0,50,23,YES,Yes
2026-06-07T19:31:43,0,30,0,0,0,YES,Yes
2026-06-07T19:31:44,11,78,0,69,0,YES,Yes
2026-06-07T19:31:44,0,17,0,0,9,YES,Yes
2026-06-07T19:31:45,0,61,0,11,0,YES,Yes
2026-06-07T19:31:45,0,60,0,16,0,YES,Yes
2026-06-07T19:31:46,0,23,0,0,0,YES,Yes
2026-06-07T19:31:46,3,67,0,38,11,YES,Yes
2026-06-07T19:31:47,0,52,0,8,0,YES,Yes
2026-06-07T19:31:47,5,68,0,44,2,YES,Yes
2026-06-07T19:31:48,0,30,0,0,2,YES,Yes
2026-06-07T19:33:35,0,0,54,0,0,NO,No
2026-06-07T19:33:36,0,0,51,30,0,NO,No
2026-06-07T19:33:49,0,0,70,0,0,NO,No
2026-06-07T19:33:49,9,0,54,80,4,NO,No
2026-06-07T19:34:02,0,0,89,0,0,NO,No
2026-06-07T19:34:02,7,0,100,72,0,NO,No
2026-06-07T19:34:03,5,0,80,30,0,NO,No
2026-06-07T19:34:03,0,0,75,0,0,NO,No
2026-06-07T19:34:06,0,0,44,0,0,NO,No
2026-06-07T19:34:06,0,0,92,66,4,NO,No
2026-06-07T19:34:07,7,0,98,66,0,NO,No
2026-06-07T19:34:08,0,0,64,0,0,NO,No
2026-06-07T19:34:08,9,0,41,47,0,NO,No
2026-06-07T19:34:09,0,0,73,13,0,NO,No
2026-06-07T19:34:10,9,0,74,27,0,NO,No
2026-06-07T19:34:11,0,0,77,0,0,NO,No
2026-06-07T19:34:11,15,0,71,86,0,NO,No
2026-06-07T19:34:12,0,0,73,0,0,NO,No
2026-06-07T19:34:12,13,0,65,63,2,NO,No
2026-06-07T19:34:13,0,0,45,0,0,NO,No
2026-06-07T19:34:13,7,0,42,100,0,NO,No
2026-06-07T19:34:14,3,0,50,0,0,NO,No
2026-06-07T19:34:14,0,0,51,41,0,NO,No
2026-06-07T19:34:15,0,0,46,25,0,NO,No
2026-06-07T19:34:15,0,0,48,0,0,NO,No
2026-06-07T19:34:17,15,0,60,100,0,NO,No
2026-06-07T19:34:18,11,0,100,100,0,NO,No
2026-06-07T19:34:19,35,0,100,69,0,NO,No
2026-06-07T19:34:20,0,0,53,0,0,NO,No
2026-06-07T19:34:20,0,0,77,16,0,NO,No
2026-06-07T19:34:21,7,0,47,22,0,NO,No
2026-06-07T19:34:23,0,0,85,0,0,NO,No
2026-06-07T19:34:23,1,0,100,88,2,NO,No
2026-06-07T19:34:24,25,0,100,52,11,NO,No
2026-06-07T19:34:25,0,0,100,72,0,NO,No
2026-06-07T19:36:39,31,0,29,83,0,THANK_YOU,Thank you
2026-06-07T19:36:39,0,0,7,0,2,THANK_YOU,Thank you
2026-06-07T19:36:40,17,0,39,52,9,THANK_YOU,Thank you
2026-06-07T19:36:40,0,0,100,36,0,THANK_YOU,Thank you
2026-06-07T19:36:41,0,0,100,27,0,THANK_YOU,Thank you
2026-06-07T19:36:41,9,0,32,100,93,THANK_YOU,Thank you
2026-06-07T19:36:42,17,0,4,0,100,THANK_YOU,Thank you
2026-06-07T19:36:43,5,0,0,100,100,THANK_YOU,Thank you
2026-06-07T19:36:43,0,0,21,5,16,THANK_YOU,Thank you
2026-06-07T19:36:44,7,0,52,100,0,THANK_YOU,Thank you
2026-06-07T19:36:44,0,0,55,0,11,THANK_YOU,Thank you
2026-06-07T19:36:45,21,0,71,91,16,THANK_YOU,Thank you
2026-06-07T19:36:45,0,0,34,22,0,THANK_YOU,Thank you
2026-06-07T19:36:46,0,0,21,80,9,THANK_YOU,Thank you
2026-06-07T19:36:46,0,0,99,55,0,THANK_YOU,Thank you
2026-06-07T19:36:47,0,0,28,77,0,THANK_YOU,Thank you
2026-06-07T19:36:47,0,0,21,52,0,THANK_YOU,Thank you
2026-06-07T19:36:48,0,0,25,0,0,THANK_YOU,Thank you
2026-06-07T19:36:49,13,0,24,75,41,THANK_YOU,Thank you
2026-06-07T19:36:49,0,0,16,38,0,THANK_YOU,Thank you
2026-06-07T19:36:50,23,0,21,94,2,THANK_YOU,Thank you
2026-06-07T19:36:50,0,0,22,13,0,THANK_YOU,Thank you
2026-06-07T19:36:51,17,0,22,100,9,THANK_YOU,Thank you
2026-06-07T19:36:51,0,0,22,11,0,THANK_YOU,Thank you
2026-06-07T19:36:52,0,0,20,100,4,THANK_YOU,Thank you
2026-06-07T19:36:52,0,0,20,88,0,THANK_YOU,Thank you
2026-06-07T19:36:53,0,0,22,0,4,THANK_YOU,Thank you
2026-06-07T19:36:53,0,0,20,100,0,THANK_YOU,Thank you
2026-06-07T19:36:54,0,0,22,22,0,THANK_YOU,Thank you
2026-06-07T19:36:55,0,0,24,100,6,THANK_YOU,Thank you
2026-06-07T19:36:55,0,0,20,27,6,THANK_YOU,Thank you
2026-06-07T19:36:56,0,0,26,100,34,THANK_YOU,Thank you
2026-06-07T19:36:56,0,0,24,5,0,THANK_YOU,Thank you
2026-06-07T19:36:57,1,0,60,100,11,THANK_YOU,Thank you
2026-06-07T19:36:57,0,0,100,38,9,THANK_YOU,Thank you
2026-06-07T19:36:58,0,0,100,47,2,THANK_YOU,Thank you
2026-06-07T19:36:58,9,0,12,100,2,THANK_YOU,Thank you
2026-06-07T19:36:59,0,0,19,61,0,THANK_YOU,Thank you
2026-06-07T19:37:00,7,0,1,100,13,THANK_YOU,Thank you
2026-06-07T19:37:00,0,0,8,22,0,THANK_YOU,Thank you
2026-06-07T19:37:01,3,0,11,88,16,THANK_YOU,Thank you
2026-06-07T19:37:01,0,0,6,27,0,THANK_YOU,Thank you
2026-06-07T19:37:02,5,0,8,100,23,THANK_YOU,Thank you
2026-06-07T19:37:02,0,0,9,5,6,THANK_YOU,Thank you
2026-06-07T19:37:03,9,0,10,100,18,THANK_YOU,Thank you
2026-06-07T19:37:03,0,0,13,47,0,THANK_YOU,Thank you
2026-06-07T19:37:04,19,0,3,66,6,THANK_YOU,Thank you
2026-06-07T19:37:04,25,0,9,100,100,THANK_YOU,Thank you
2026-06-07T19:37:05,0,0,15,30,100,THANK_YOU,Thank you
2026-06-07T19:37:06,17,0,14,100,100,THANK_YOU,Thank you
2026-06-07T19:37:06,0,0,7,16,100,THANK_YOU,Thank you
2026-06-07T19:37:07,19,0,4,100,100,THANK_YOU,Thank you
2026-06-07T19:37:07,0,0,4,0,13,THANK_YOU,Thank you
2026-06-07T19:37:08,37,0,8,100,25,THANK_YOU,Thank you
2026-06-07T19:37:08,0,0,4,44,16,THANK_YOU,Thank you
2026-06-07T19:37:09,9,0,4,100,34,THANK_YOU,Thank you
2026-06-07T19:37:09,11,0,13,38,39,THANK_YOU,Thank you
2026-06-07T19:37:10,9,0,13,19,16,THANK_YOU,Thank you
2026-06-07T19:37:11,0,0,23,52,23,THANK_YOU,Thank you
2026-06-07T19:37:11,0,0,27,2,6,THANK_YOU,Thank you
2026-06-07T19:37:12,11,0,42,100,34,THANK_YOU,Thank you
2026-06-07T19:37:12,0,0,16,25,16,THANK_YOU,Thank you
2026-06-07T19:37:13,19,0,3,80,100,THANK_YOU,Thank you
2026-06-07T19:37:13,0,0,3,0,55,THANK_YOU,Thank you
2026-06-07T19:37:14,5,0,6,88,62,THANK_YOU,Thank you
2026-06-07T19:37:14,0,0,2,50,44,THANK_YOU,Thank you
2026-06-07T19:37:15,0,0,1,100,86,THANK_YOU,Thank you
2026-06-07T19:37:15,0,0,0,75,100,THANK_YOU,Thank you
2026-06-07T19:37:16,0,0,0,25,100,THANK_YOU,Thank you
2026-06-07T19:37:17,9,0,2,100,100,THANK_YOU,Thank you
2026-06-07T19:37:17,1,0,0,58,100,THANK_YOU,Thank you
2026-06-07T19:37:18,43,0,4,100,100,THANK_YOU,Thank you
2026-06-07T19:37:18,1,0,0,52,100,THANK_YOU,Thank you
2026-06-07T19:37:19,21,0,2,100,100,THANK_YOU,Thank you
2026-06-07T19:37:19,0,0,0,33,100,THANK_YOU,Thank you
2026-06-07T19:37:20,5,0,1,100,100,THANK_YOU,Thank you
2026-06-07T19:37:20,0,0,0,30,100,THANK_YOU,Thank you
2026-06-07T19:37:21,3,0,0,100,100,THANK_YOU,Thank you
2026-06-07T19:37:21,0,0,7,11,100,THANK_YOU,Thank you
2026-06-07T19:37:22,0,0,45,100,100,THANK_YOU,Thank you
2026-06-07T19:37:23,15,0,30,75,100,THANK_YOU,Thank you
2026-06-07T19:37:23,0,0,46,72,100,THANK_YOU,Thank you
2026-06-07T19:37:24,19,0,33,100,100,THANK_YOU,Thank you
2026-06-07T19:37:24,7,0,4,22,100,THANK_YOU,Thank you
2026-06-07T19:37:25,19,0,0,100,100,THANK_YOU,Thank you
2026-06-07T19:37:25,0,0,3,0,100,THANK_YOU,Thank you
2026-06-07T19:37:26,21,0,6,100,100,THANK_YOU,Thank you
2026-06-07T19:37:26,0,0,2,0,100,THANK_YOU,Thank you
2026-06-07T19:37:27,13,0,0,100,100,THANK_YOU,Thank you
2026-06-07T19:37:28,5,0,0,33,100,THANK_YOU,Thank you
2026-06-07T19:37:28,7,0,0,100,100,THANK_YOU,Thank you
2026-06-07T19:37:29,0,0,0,80,100,THANK_YOU,Thank you
2026-06-07T19:37:30,0,0,0,100,100,THANK_YOU,Thank you
2026-06-07T19:37:30,0,0,0,33,65,THANK_YOU,Thank you
2026-06-07T19:37:31,0,0,6,19,100,THANK_YOU,Thank you
2026-06-07T19:37:32,25,0,29,100,100,THANK_YOU,Thank you
2026-06-07T19:37:32,0,0,89,66,100,THANK_YOU,Thank you
2026-06-07T19:37:33,9,0,100,100,100,THANK_YOU,Thank you
